,Model,NVARS,Parameters,Trn,Tst,OOT
274,NN,10,"hidden_layer_sizes=(10, 10)",0.708401977,0.732600733,0.558659218
275,NN,10,"hidden_layer_sizes=(10, 10)",0.708053691,0.728873239,0.530726257
276,NN,10,"hidden_layer_sizes=(10, 10)",0.734527687,0.687969925,0.536312849
277,NN,10,"hidden_layer_sizes=(10, 10)",0.708688245,0.720136519,0.558659218
278,NN,10,"hidden_layer_sizes=(10, 10)",0.714049587,0.705454545,0.530726257
279,NN,10,"hidden_layer_sizes=(10, 10)",0.707472178,0.729083665,0.530726257
280,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.705787781,0.674418605,0.547486034
281,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.721231767,0.711026616,0.536312849
282,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.713584288,0.691449814,0.536312849
283,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.723370429,0.749003984,0.547486034
284,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.696969697,0.723776224,0.547486034
285,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.71009772,0.69924812,0.424581006
286,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.706924316,0.706563707,0.508379888
287,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.706375839,0.700704225,0.558659218
288,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.725490196,0.708955224,0.536312849
289,NN,10,"alpha=0.01, hidden_layer_sizes=(10, 10)",0.6912,0.733333333,0.541899441
290,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.713166144,0.702479339,0.547486034
291,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.713592233,0.72519084,0.553072626
292,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.708196721,0.714814815,0.547486034
293,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.732689211,0.671814672,0.541899441
294,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.722488038,0.683794466,0.553072626
295,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.72305141,0.685920578,0.547486034
296,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.723809524,0.696,0.547486034
297,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.734323432,0.704379562,0.56424581
298,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.712662338,0.693181818,0.569832402
299,NN,10,"alpha=0.01, hidden_layer_sizes=(15, 15), learning_rate_init=0.01",0.712624585,0.744604317,0.558659218
300,NN,10,"hidden_layer_sizes=(20, 20)",0.72605042,0.726315789,0.56424581
301,NN,10,"hidden_layer_sizes=(20, 20)",0.725293132,0.766784452,0.497206704
302,NN,10,"hidden_layer_sizes=(20, 20)",0.75503876,0.69787234,0.525139665
303,NN,10,"hidden_layer_sizes=(20, 20)",0.758677686,0.694545455,0.48603352
304,NN,10,"hidden_layer_sizes=(20, 20)",0.738693467,0.752650177,0.569832402
305,NN,10,"hidden_layer_sizes=(20, 20)",0.732689211,0.752895753,0.525139665
306,NN,10,"hidden_layer_sizes=(20, 20)",0.773675762,0.708171206,0.368715084
307,NN,10,"hidden_layer_sizes=(20, 20)",0.784053156,0.690647482,0.48603352
308,NN,10,"hidden_layer_sizes=(20, 20)",0.723370429,0.737051793,0.43575419
309,NN,10,"hidden_layer_sizes=(20, 20)",0.766823161,0.709543568,0.547486034
310,NN,10,"hidden_layer_sizes=(10, 10)",0.727126806,0.6692607,0.547486034
311,NN,10,"hidden_layer_sizes=(10, 10)",0.681444992,0.697416974,0.508379888
312,NN,10,"hidden_layer_sizes=(10, 10)",0.730185497,0.724738676,0.536312849
313,NN,10,"hidden_layer_sizes=(10, 10)",0.711290323,0.684615385,0.558659218
314,NN,10,"hidden_layer_sizes=(10, 10)",0.699507389,0.719557196,0.541899441
315,NN,10,"hidden_layer_sizes=(10, 10)",0.723509934,0.717391304,0.558659218
316,NN,10,"hidden_layer_sizes=(10, 10)",0.703363914,0.703539823,0.525139665
317,NN,10,"hidden_layer_sizes=(10, 10)",0.711726384,0.718045113,0.48603352
318,NN,10,"hidden_layer_sizes=(10, 10)",0.713831479,0.721115538,0.541899441
319,NN,10,"hidden_layer_sizes=(10, 10)",0.707563025,0.740350877,0.463687151
320,NN,10,"hidden_layer_sizes=(15, 15)",0.735099338,0.702898551,0.452513966
321,NN,10,"hidden_layer_sizes=(15, 15)",0.747572816,0.709923664,0.508379888
322,NN,10,"hidden_layer_sizes=(15, 15)",0.72,0.685714286,0.56424581
323,NN,10,"hidden_layer_sizes=(15, 15)",0.735,0.685714286,0.508379888
324,NN,10,"hidden_layer_sizes=(15, 15)",0.733333333,0.704,0.536312849
325,NN,10,"hidden_layer_sizes=(15, 15)",0.740384615,0.6875,0.525139665
326,NN,10,"hidden_layer_sizes=(15, 15)",0.742524917,0.712230216,0.553072626
327,NN,10,"hidden_layer_sizes=(15, 15)",0.724080268,0.712765957,0.51396648
328,NN,10,"hidden_layer_sizes=(15, 15)",0.697217676,0.728624535,0.530726257
329,NN,10,"hidden_layer_sizes=(15, 15)",0.739202658,0.741007194,0.56424581
330,NN,10,"hidden_layer_sizes=(20, 20)",0.748417722,0.75,0.474860335
331,NN,10,"hidden_layer_sizes=(20, 20)",0.761363636,0.696969697,0.558659218
332,NN,10,"hidden_layer_sizes=(20, 20)",0.735818476,0.72243346,0.530726257
333,NN,10,"hidden_layer_sizes=(20, 20)",0.746341463,0.686792453,0.51396648
334,NN,10,"hidden_layer_sizes=(20, 20)",0.771517997,0.726141079,0.491620112
335,NN,10,"hidden_layer_sizes=(20, 20)",0.7278798,0.715302491,0.497206704
336,NN,10,"hidden_layer_sizes=(20, 20)",0.750392465,0.732510288,0.491620112
337,NN,10,"hidden_layer_sizes=(20, 20)",0.73693086,0.728222997,0.38547486
338,NN,10,"hidden_layer_sizes=(20, 20)",0.755,0.703571429,0.418994413
339,NN,10,"hidden_layer_sizes=(20, 20)",0.741463415,0.728301887,0.530726257
340,,,,,,
341,,,,,,
342,,,,,,
343,,,,,,
344,,,,,,
345,,,,,,
346,,,,,,
347,,,,,,
348,,,,,,
349,,,,,,
350,,,,,,
351,,,,,,
352,,,,,,
353,,,,,,
354,,,,,,
355,,,,,,
356,,,,,,
357,,,,,,
358,,,,,,
359,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
363,,,,,,
364,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
369,,,,,,
370,,,,,,
371,,,,,,
372,,,,,,
373,,,,,,
374,,,,,,
375,,,,,,
376,,,,,,
377,,,,,,
378,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,,,,,,
383,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
389,,,,,,
390,,,,,,
391,,,,,,
392,,,,,,
393,,,,,,
394,,,,,,
395,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
399,,,,,,
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,,,,,,
405,,,,,,
406,,,,,,
407,,,,,,
408,,,,,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
423,,,,,,
424,,,,,,
425,,,,,,
426,,,,,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,,,,,,
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,,,,,,
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,,,,,,
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
553,,,,,,
554,,,,,,
555,,,,,,
556,,,,,,
557,,,,,,
558,,,,,,
559,,,,,,
560,,,,,,
561,,,,,,
562,,,,,,
563,,,,,,
564,,,,,,
565,,,,,,
566,,,,,,
567,,,,,,
568,,,,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,,,,,,
576,,,,,,
577,,,,,,
578,,,,,,
579,,,,,,
580,,,,,,
581,,,,,,
582,,,,,,
583,,,,,,
584,,,,,,
585,,,,,,
586,,,,,,
587,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
591,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
596,,,,,,
597,,,,,,
598,,,,,,
599,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,,,
606,,,,,,
607,,,,,,
608,,,,,,
609,,,,,,
610,,,,,,
611,,,,,,
612,,,,,,
613,,,,,,
614,,,,,,
615,,,,,,
616,,,,,,
617,,,,,,
618,,,,,,
619,,,,,,
620,,,,,,
621,,,,,,
622,,,,,,
623,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
631,,,,,,
632,,,,,,
633,,,,,,
634,,,,,,
635,,,,,,
636,,,,,,
637,,,,,,
638,,,,,,
639,,,,,,
640,,,,,,
641,,,,,,
642,,,,,,
643,,,,,,
644,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
649,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,,,,,,
654,,,,,,
655,,,,,,
656,,,,,,
657,,,,,,
658,,,,,,
659,,,,,,
660,,,,,,
661,,,,,,
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,,,,
699,,,,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,,,,,,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,,,,
710,,,,,,
711,,,,,,
712,,,,,,
713,,,,,,
714,,,,,,
715,,,,,,
716,,,,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,,,,,,
722,,,,,,
723,,,,,,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,,,,,,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
802,,,,,,
803,,,,,,
804,,,,,,
805,,,,,,
806,,,,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,,,,,,
827,,,,,,
828,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
832,,,,,,
833,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
849,,,,,,
850,,,,,,
851,,,,,,
852,,,,,,
853,,,,,,
854,,,,,,
855,,,,,,
856,,,,,,
857,,,,,,
858,,,,,,
859,,,,,,
860,,,,,,
861,,,,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,,,,,,
867,,,,,,
868,,,,,,
869,,,,,,
870,,,,,,
871,,,,,,
872,,,,,,
873,,,,,,
874,,,,,,
875,,,,,,
876,,,,,,
877,,,,,,
878,,,,,,
879,,,,,,
880,,,,,,
881,,,,,,
882,,,,,,
883,,,,,,
884,,,,,,
885,,,,,,
886,,,,,,
887,,,,,,
888,,,,,,
889,,,,,,
890,,,,,,
891,,,,,,
892,,,,,,
893,,,,,,
894,,,,,,
895,,,,,,
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,,,,,,
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,,,,,,
1053,,,,,,
1054,,,,,,
1055,,,,,,
1056,,,,,,
1057,,,,,,
1058,,,,,,
1059,,,,,,
1060,,,,,,
1061,,,,,,
1062,,,,,,
1063,,,,,,
1064,,,,,,
1065,,,,,,
1066,,,,,,
1067,,,,,,
1068,,,,,,
1069,,,,,,
1070,,,,,,
1071,,,,,,
1072,,,,,,
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,,,,,,
1101,,,,,,
1102,,,,,,
1103,,,,,,
1104,,,,,,
1105,,,,,,
1106,,,,,,
1107,,,,,,
1108,,,,,,
1109,,,,,,
1110,,,,,,
1111,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,,,,,
1198,,,,,,
1199,,,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,,,,,,
1206,,,,,,
1207,,,,,,
1208,,,,,,
1209,,,,,,
1210,,,,,,
1211,,,,,,
1212,,,,,,
1213,,,,,,
1214,,,,,,
1215,,,,,,
1216,,,,,,
1217,,,,,,
1218,,,,,,
1219,,,,,,
1220,,,,,,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1224,,,,,,
1225,,,,,,
1226,,,,,,
1227,,,,,,
1228,,,,,,
1229,,,,,,
1230,,,,,,
1231,,,,,,
1232,,,,,,
1233,,,,,,
1234,,,,,,
1235,,,,,,
1236,,,,,,
1237,,,,,,
1238,,,,,,
1239,,,,,,
1240,,,,,,
1241,,,,,,
1242,,,,,,
1243,,,,,,
1244,,,,,,
1245,,,,,,
1246,,,,,,
1247,,,,,,
1248,,,,,,
1249,,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,,,,,
1254,,,,,,
1255,,,,,,
1256,,,,,,
1257,,,,,,
1258,,,,,,
1259,,,,,,
1260,,,,,,
1261,,,,,,
1262,,,,,,
1263,,,,,,
1264,,,,,,
1265,,,,,,
1266,,,,,,
1267,,,,,,
1268,,,,,,
1269,,,,,,
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,,,,,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,,,,,,
1292,,,,,,
1293,,,,,,
1294,,,,,,
1295,,,,,,
1296,,,,,,
1297,,,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,,,,,,
1302,,,,,,
1303,,,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,,,,
1311,,,,,,
1312,,,,,,
1313,,,,,,
1314,,,,,,
1315,,,,,,
1316,,,,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,
1322,,,,,,
1323,,,,,,
1324,,,,,,
1325,,,,,,
1326,,,,,,
1327,,,,,,
1328,,,,,,
1329,,,,,,
1330,,,,,,
1331,,,,,,
1332,,,,,,
1333,,,,,,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,,,,,
1338,,,,,,
1339,,,,,,
1340,,,,,,
1341,,,,,,
1342,,,,,,
1343,,,,,,
1344,,,,,,
1345,,,,,,
1346,,,,,,
1347,,,,,,
1348,,,,,,
1349,,,,,,
1350,,,,,,
1351,,,,,,
1352,,,,,,
1353,,,,,,
1354,,,,,,
1355,,,,,,
1356,,,,,,
1357,,,,,,
1358,,,,,,
1359,,,,,,
1360,,,,,,
1361,,,,,,
1362,,,,,,
1363,,,,,,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,
1368,,,,,,
1369,,,,,,
1370,,,,,,
1371,,,,,,
1372,,,,,,
1373,,,,,,
1374,,,,,,
1375,,,,,,
1376,,,,,,
1377,,,,,,
1378,,,,,,
1379,,,,,,
1380,,,,,,
1381,,,,,,
1382,,,,,,
1383,,,,,,
1384,,,,,,
1385,,,,,,
1386,,,,,,
1387,,,,,,
1388,,,,,,
1389,,,,,,
1390,,,,,,
1391,,,,,,
1392,,,,,,
1393,,,,,,
1394,,,,,,
1395,,,,,,
1396,,,,,,
1397,,,,,,
1398,,,,,,
1399,,,,,,
1400,,,,,,
1401,,,,,,
1402,,,,,,
1403,,,,,,
1404,,,,,,
1405,,,,,,
1406,,,,,,
1407,,,,,,
1408,,,,,,
1409,,,,,,
1410,,,,,,
1411,,,,,,
1412,,,,,,
1413,,,,,,
1414,,,,,,
1415,,,,,,
1416,,,,,,
1417,,,,,,
1418,,,,,,
1419,,,,,,
1420,,,,,,
1421,,,,,,
1422,,,,,,
1423,,,,,,
1424,,,,,,
1425,,,,,,
1426,,,,,,
1427,,,,,,
1428,,,,,,
1429,,,,,,
1430,,,,,,
1431,,,,,,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,,
1440,,,,,,
1441,,,,,,
1442,,,,,,
1443,,,,,,
1444,,,,,,
1445,,,,,,
1446,,,,,,
1447,,,,,,
1448,,,,,,
1449,,,,,,
1450,,,,,,
1451,,,,,,
1452,,,,,,
1453,,,,,,
1454,,,,,,
1455,,,,,,
1456,,,,,,
1457,,,,,,
1458,,,,,,
1459,,,,,,
1460,,,,,,
1461,,,,,,
1462,,,,,,
1463,,,,,,
1464,,,,,,
1465,,,,,,
1466,,,,,,
1467,,,,,,
1468,,,,,,
1469,,,,,,
1470,,,,,,
1471,,,,,,
1472,,,,,,
1473,,,,,,
1474,,,,,,
1475,,,,,,
1476,,,,,,
1477,,,,,,
1478,,,,,,
1479,,,,,,
1480,,,,,,
1481,,,,,,
1482,,,,,,
1483,,,,,,
1484,,,,,,
1485,,,,,,
1486,,,,,,
1487,,,,,,
1488,,,,,,
1489,,,,,,
1490,,,,,,
1491,,,,,,
1492,,,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,,,,
1499,,,,,,
1500,,,,,,
1501,,,,,,
1502,,,,,,
1503,,,,,,
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,,,,,,
1512,,,,,,
1513,,,,,,
1514,,,,,,
1515,,,,,,
1516,,,,,,
1517,,,,,,
1518,,,,,,
1519,,,,,,
1520,,,,,,
1521,,,,,,
1522,,,,,,
1523,,,,,,
1524,,,,,,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,,,,
1533,,,,,,
1534,,,,,,
1535,,,,,,
1536,,,,,,
1537,,,,,,
1538,,,,,,
1539,,,,,,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,,,,,,
1556,,,,,,
1557,,,,,,
1558,,,,,,
1559,,,,,,
1560,,,,,,
1561,,,,,,
1562,,,,,,
1563,,,,,,
1564,,,,,,
1565,,,,,,
1566,,,,,,
1567,,,,,,
1568,,,,,,
1569,,,,,,
1570,,,,,,
1571,,,,,,
1572,,,,,,
1573,,,,,,
1574,,,,,,
1575,,,,,,
1576,,,,,,
1577,,,,,,
1578,,,,,,
1579,,,,,,
1580,,,,,,
1581,,,,,,
1582,,,,,,
1583,,,,,,
1584,,,,,,
1585,,,,,,
1586,,,,,,
1587,,,,,,
1588,,,,,,
1589,,,,,,
1590,,,,,,
1591,,,,,,
1592,,,,,,
1593,,,,,,
1594,,,,,,
1595,,,,,,
1596,,,,,,
1597,,,,,,
1598,,,,,,
1599,,,,,,
1600,,,,,,
1601,,,,,,
1602,,,,,,
1603,,,,,,
1604,,,,,,
1605,,,,,,
1606,,,,,,
1607,,,,,,
1608,,,,,,
1609,,,,,,
1610,,,,,,
1611,,,,,,
1612,,,,,,
1613,,,,,,
